nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics
FollowDem,PnEcrins,GitHub,https://github.com/PnEcrins/FollowDem,Cartographic web application to track moving objects equipped with a GPS.,False,2015-06-08T14:49:07Z,2019-02-07T16:56:23Z,http://bouquetins.ecrins-parcnational.fr,11,9,GNU General Public License v3.0,15,PHP,"bluehats,gps,leaflet,national-parks,nature,postgis,postgresql,wildlife,wildlife-tracker"
PatBati,PnEcrins,GitHub,https://github.com/PnEcrins/PatBati,Inventaire et description détaillée du patrimoine bâti d'un territoire,False,2015-07-21T08:40:16Z,2016-02-03T13:46:09Z,,0,1,,9,JavaScript,
Police,PnEcrins,GitHub,https://github.com/PnEcrins/Police,Application de suivi des actions de surveillance du territoire des agents chargés de la police de la nature,False,2015-09-30T12:44:44Z,2017-01-02T15:23:22Z,,0,0,,1,JavaScript,
GeoNature-mobile,PnEcrins,GitHub,https://github.com/PnEcrins/GeoNature-mobile,Applications Android mobiles permettant la saisie faune et flore vers Geonature,False,2015-11-19T12:04:56Z,2019-06-03T14:00:52Z,,5,0,,9,Java,"android,bluehats,fauna,flora,national-parks,nature"
GeoNature-mobile-sync,PnEcrins,GitHub,https://github.com/PnEcrins/GeoNature-mobile-sync,Application de synchronisation desktop des données produites par GeoNature-mobile,False,2015-11-19T12:06:33Z,2017-04-10T02:47:12Z,,2,0,,2,Java,
GeoNature-mobile-webapi,PnEcrins,GitHub,https://github.com/PnEcrins/GeoNature-mobile-webapi,WebAPI (coté serveur) de synchronisation des données produites par GeoNature-mobile,False,2015-11-19T12:08:15Z,2019-06-03T14:00:56Z,,6,2,,4,Python,django
GeoSites,PnEcrins,GitHub,https://github.com/PnEcrins/GeoSites,Application WEB permettant de consulter l'inventaire du patrimoine géologique,False,2016-01-29T10:36:01Z,2019-02-09T08:58:06Z,,4,3,,12,HTML,"bluehats,leaflet,national-parks,postgis,postgresql"
Manuel-QGIS-Forets-Anciennes,PnEcrins,GitHub,https://github.com/PnEcrins/Manuel-QGIS-Forets-Anciennes,MANUEL POUR LA VECTORISATION DE L’USAGE DES SOLS ET LE GEOREFERENCEMENT DES MINUTES 1:40 000 DE LA CARTE D’ETAT-MAJOR,False,2017-08-28T11:56:54Z,2019-02-10T15:05:41Z,,2,0,,0,,
FollowDem-admin,PnEcrins,GitHub,https://github.com/PnEcrins/FollowDem-admin,Backoffice de FollowDem,False,2018-07-17T11:32:00Z,2018-11-22T14:22:21Z,,1,0,GNU General Public License v3.0,6,Python,
FollowDem-admin-front,PnEcrins,GitHub,https://github.com/PnEcrins/FollowDem-admin-front,Front du backoffice de FollowDem,False,2018-07-17T11:33:05Z,2018-07-17T11:33:08Z,,0,0,GNU General Public License v3.0,1,,
Flask-leaflet-example,PnEcrins,GitHub,https://github.com/PnEcrins/Flask-leaflet-example,Application Flask leaflet ,False,2019-06-21T07:29:29Z,2019-06-21T07:29:32Z,,0,0,GNU General Public License v3.0,0,,
